Farmer_ID,State,Crop,Irrigation_Type,Farmer_Scale,Crop_Damage_Pct,Advisory_Score,Insurance_Approval
F_1349,Assam,Jute,Irrigated,Large,3.81,94.77,0
F_1350,Madhya Pradesh,Wheat,Rain-fed,Small/Marginal,62.0,69.47,0
F_1351,Rajasthan,Gram,Irrigated,Large,69.82,100.0,1
F_1352,Andhra Pradesh,Barley,Rain-fed,Small/Marginal,21.49,40.34,0
F_1353,Gujarat,Barley,Rain-fed,Large,4.2,92.54,0
F_1354,Assam,Wheat,Rain-fed,Small/Marginal,36.36,25.48,0
F_1355,Assam,Gram,Rain-fed,Small/Marginal,9.86,31.22,0
F_1356,West Bengal,Moong,Rain-fed,Small/Marginal,11.65,24.77,0
F_1357,Karnataka,Soybean,Rain-fed,Small/Marginal,25.43,45.17,0
F_1358,Bihar,Moong,Irrigated,Small/Marginal,29.55,54.21,0
F_1359,Andhra Pradesh,Mustard,Rain-fed,Large,53.0,66.96,1
F_1360,Gujarat,Maize,Rain-fed,Large,67.84,82.31,1
F_1361,Odisha,Mustard,Rain-fed,Small/Marginal,59.28,37.79,0
F_1362,Bihar,Soybean,Rain-fed,Large,14.84,64.52,0
F_1363,Bihar,Soybean,Rain-fed,Large,17.21,43.58,0
F_1364,Karnataka,Sugarcane,Rain-fed,Small/Marginal,87.88,49.55,0
F_1365,Bihar,Groundnut,Rain-fed,Small/Marginal,55.84,38.92,0
F_1366,Karnataka,Sugarcane,Rain-fed,Small/Marginal,86.99,47.65,1
F_1367,Jharkhand,Groundnut,Rain-fed,Small/Marginal,37.15,14.03,0
F_1368,Jharkhand,Rice,Irrigated,Small/Marginal,61.44,72.56,1
F_1369,Jharkhand,Jute,Rain-fed,Large,52.37,77.08,0
F_1370,Chhattisgarh,Gram,Rain-fed,Small/Marginal,31.91,20.2,0
F_1371,Punjab,Groundnut,Irrigated,Large,46.99,95.9,1
F_1372,Karnataka,Moong,Rain-fed,Small/Marginal,50.25,58.88,0
F_1373,Chhattisgarh,Mustard,Irrigated,Small/Marginal,20.08,52.91,0
F_1374,Karnataka,Wheat,Rain-fed,Large,31.5,74.02,1
F_1375,Chhattisgarh,Sugarcane,Rain-fed,Large,79.14,44.43,0
F_1376,Andhra Pradesh,Gram,Rain-fed,Small/Marginal,91.58,66.91,1
F_1377,Chhattisgarh,Maize,Rain-fed,Small/Marginal,35.98,52.0,0
F_1378,Jharkhand,Gram,Irrigated,Small/Marginal,30.7,55.34,0
F_1379,Madhya Pradesh,Tur,Rain-fed,Small/Marginal,19.52,47.22,0
F_1380,Andhra Pradesh,Jute,Irrigated,Small/Marginal,67.85,72.74,0
F_1381,Chhattisgarh,Tur,Rain-fed,Small/Marginal,32.31,38.69,0
F_1382,Assam,Rice,Rain-fed,Small/Marginal,98.77,10.2,0
F_1383,Punjab,Groundnut,Rain-fed,Small/Marginal,32.57,52.43,0
F_1384,Maharashtra,Rice,Rain-fed,Small/Marginal,39.41,72.52,1
F_1385,Assam,Maize,Rain-fed,Small/Marginal,60.33,28.43,1
F_1386,Rajasthan,Moong,Irrigated,Small/Marginal,80.17,65.58,1
F_1387,Maharashtra,Soybean,Irrigated,Small/Marginal,46.95,55.95,1
F_1388,Rajasthan,Tur,Rain-fed,Large,42.27,99.93,1
F_1389,Gujarat,Barley,Irrigated,Small/Marginal,99.56,48.53,1
F_1390,Tamil Nadu,Tur,Irrigated,Large,1.05,100.0,0
F_1391,Odisha,Maize,Irrigated,Small/Marginal,89.51,44.7,1
F_1392,Jharkhand,Millet,Rain-fed,Small/Marginal,14.91,30.33,0
F_1393,Gujarat,Maize,Irrigated,Small/Marginal,78.59,55.8,1
F_1394,West Bengal,Rice,Rain-fed,Small/Marginal,61.79,57.69,1
F_1395,Rajasthan,Gram,Irrigated,Small/Marginal,34.18,47.41,1
F_1396,Jharkhand,Wheat,Rain-fed,Large,87.39,60.97,1
F_1397,Andhra Pradesh,Sugarcane,Rain-fed,Small/Marginal,1.29,70.25,0
F_1398,Tamil Nadu,Wheat,Irrigated,Small/Marginal,22.67,66.94,0
F_1399,Jharkhand,Rice,Rain-fed,Small/Marginal,56.69,39.71,0
F_1400,Chhattisgarh,Sugarcane,Irrigated,Small/Marginal,35.15,29.12,1
F_1401,Rajasthan,Millet,Irrigated,Small/Marginal,61.04,56.22,0
F_1402,Madhya Pradesh,Barley,Irrigated,Small/Marginal,2.41,74.39,0
F_1403,Chhattisgarh,Jute,Rain-fed,Small/Marginal,11.65,29.16,0
F_1404,Chhattisgarh,Mustard,Irrigated,Small/Marginal,12.71,56.83,0
F_1405,Odisha,Rice,Rain-fed,Small/Marginal,18.93,33.95,0
F_1406,Haryana,Gram,Rain-fed,Small/Marginal,45.93,55.96,0
F_1407,Assam,Groundnut,Irrigated,Small/Marginal,75.21,27.92,1
F_1408,Bihar,Rice,Rain-fed,Small/Marginal,90.55,48.15,0
F_1409,Chhattisgarh,Rice,Rain-fed,Large,83.54,71.53,1
F_1410,Assam,Tur,Irrigated,Small/Marginal,19.69,36.75,0
F_1411,Andhra Pradesh,Tur,Rain-fed,Large,44.12,89.15,1
F_1412,Madhya Pradesh,Sugarcane,Rain-fed,Large,19.94,84.11,0
F_1413,Madhya Pradesh,Cotton,Irrigated,Small/Marginal,26.45,50.69,1
F_1414,Haryana,Maize,Rain-fed,Small/Marginal,50.35,44.81,1
F_1415,Odisha,Gram,Irrigated,Large,6.81,47.01,0
F_1416,Gujarat,Cotton,Irrigated,Small/Marginal,21.82,44.46,0
F_1417,Rajasthan,Moong,Irrigated,Small/Marginal,93.54,70.28,1
F_1418,Jharkhand,Millet,Irrigated,Small/Marginal,46.61,46.83,0
F_1419,Assam,Groundnut,Rain-fed,Small/Marginal,44.54,21.69,1
F_1420,Bihar,Tur,Rain-fed,Small/Marginal,1.46,34.25,0
F_1421,Odisha,Barley,Irrigated,Large,24.74,78.01,1
F_1422,Assam,Soybean,Irrigated,Small/Marginal,86.63,50.07,1
F_1423,Assam,Millet,Rain-fed,Small/Marginal,16.46,22.84,0
F_1424,Assam,Soybean,Rain-fed,Large,41.51,57.27,1
F_1425,Haryana,Gram,Rain-fed,Small/Marginal,1.43,74.82,0
F_1426,Tamil Nadu,Gram,Rain-fed,Large,47.83,68.72,1
F_1427,Rajasthan,Moong,Irrigated,Small/Marginal,2.1,72.92,0
F_1428,Andhra Pradesh,Soybean,Rain-fed,Small/Marginal,81.96,31.44,1
F_1429,Assam,Gram,Irrigated,Large,82.49,78.56,1
F_1430,Andhra Pradesh,Barley,Irrigated,Small/Marginal,78.77,79.24,1
F_1431,Bihar,Wheat,Rain-fed,Large,28.34,57.6,0
F_1432,West Bengal,Cotton,Irrigated,Large,83.72,95.95,1
F_1433,Bihar,Rice,Rain-fed,Large,54.3,71.65,1
F_1434,Maharashtra,Jute,Rain-fed,Small/Marginal,37.38,41.76,0
F_1435,Jharkhand,Soybean,Irrigated,Large,62.53,54.39,0
F_1436,Maharashtra,Groundnut,Irrigated,Small/Marginal,1.23,71.72,0
F_1437,West Bengal,Millet,Irrigated,Small/Marginal,14.3,72.71,0
F_1438,Odisha,Wheat,Rain-fed,Large,74.23,61.55,0
F_1439,Madhya Pradesh,Soybean,Rain-fed,Small/Marginal,24.42,56.65,0
F_1440,Jharkhand,Wheat,Irrigated,Small/Marginal,59.8,40.9,0
F_1441,Gujarat,Wheat,Rain-fed,Large,38.51,72.67,1
F_1442,West Bengal,Soybean,Rain-fed,Small/Marginal,85.48,47.96,1
F_1443,West Bengal,Sugarcane,Rain-fed,Small/Marginal,95.24,73.51,1
F_1444,Jharkhand,Maize,Irrigated,Large,88.36,63.82,1
F_1445,Assam,Groundnut,Rain-fed,Small/Marginal,27.06,3.25,0
F_1446,Gujarat,Rice,Irrigated,Large,19.42,98.82,1
F_1447,Chhattisgarh,Rice,Irrigated,Small/Marginal,47.44,61.58,0
F_1448,Andhra Pradesh,Groundnut,Rain-fed,Small/Marginal,0.73,21.79,0
F_1449,Uttar Pradesh,Sugarcane,Rain-fed,Small/Marginal,2.58,48.9,0
F_1450,Chhattisgarh,Tur,Rain-fed,Small/Marginal,55.33,50.04,0
F_1451,Andhra Pradesh,Gram,Irrigated,Small/Marginal,52.04,75.7,0
F_1452,Jharkhand,Rice,Rain-fed,Large,99.46,48.35,1
F_1453,Chhattisgarh,Tur,Rain-fed,Small/Marginal,20.18,27.59,0
F_1454,Maharashtra,Wheat,Rain-fed,Small/Marginal,25.81,56.99,0
F_1455,Jharkhand,Barley,Irrigated,Small/Marginal,11.35,48.82,0
F_1456,Maharashtra,Millet,Rain-fed,Small/Marginal,91.75,64.52,1
F_1457,Rajasthan,Cotton,Irrigated,Small/Marginal,77.78,100.0,0
F_1458,Tamil Nadu,Rice,Irrigated,Small/Marginal,82.23,64.92,0
F_1459,Bihar,Groundnut,Rain-fed,Small/Marginal,90.28,33.52,0
F_1460,Bihar,Barley,Irrigated,Small/Marginal,52.49,23.51,1
F_1461,Tamil Nadu,Soybean,Rain-fed,Small/Marginal,45.12,51.09,1
F_1462,Andhra Pradesh,Moong,Irrigated,Small/Marginal,33.04,63.06,0
F_1463,Jharkhand,Maize,Irrigated,Small/Marginal,58.92,41.52,1
F_1464,Maharashtra,Groundnut,Irrigated,Small/Marginal,45.43,51.93,0
F_1465,Uttar Pradesh,Gram,Rain-fed,Large,45.16,66.06,0
F_1466,Haryana,Moong,Rain-fed,Small/Marginal,93.69,69.3,1
F_1467,Rajasthan,Moong,Rain-fed,Large,98.4,66.14,1
F_1468,Maharashtra,Wheat,Rain-fed,Small/Marginal,79.65,54.02,0
F_1469,Bihar,Maize,Rain-fed,Small/Marginal,75.68,5.95,1
F_1470,Assam,Millet,Rain-fed,Large,68.06,39.01,1
F_1471,Rajasthan,Millet,Rain-fed,Small/Marginal,16.61,90.69,0
F_1472,Chhattisgarh,Sugarcane,Rain-fed,Large,5.91,61.88,0
F_1473,Punjab,Tur,Irrigated,Small/Marginal,69.07,63.21,1
F_1474,Assam,Jute,Rain-fed,Small/Marginal,72.88,15.33,0
F_1475,Assam,Moong,Rain-fed,Small/Marginal,4.7,16.23,0
F_1476,Jharkhand,Sugarcane,Rain-fed,Small/Marginal,92.81,53.6,0
F_1477,Andhra Pradesh,Gram,Rain-fed,Small/Marginal,9.11,63.37,0
F_1478,Haryana,Tur,Irrigated,Small/Marginal,28.59,24.28,0
F_1479,Odisha,Moong,Rain-fed,Small/Marginal,67.24,23.64,0
F_1480,Jharkhand,Barley,Irrigated,Small/Marginal,16.99,23.6,0
F_1481,Chhattisgarh,Maize,Irrigated,Small/Marginal,5.54,47.02,0
F_1482,Assam,Jute,Irrigated,Small/Marginal,33.11,46.68,0
F_1483,Andhra Pradesh,Soybean,Irrigated,Large,76.6,96.55,1
F_1484,Chhattisgarh,Wheat,Irrigated,Small/Marginal,41.37,48.25,0
F_1485,Tamil Nadu,Maize,Irrigated,Large,65.3,80.79,1
F_1486,Assam,Sugarcane,Irrigated,Large,57.96,67.0,1
F_1487,Assam,Cotton,Rain-fed,Small/Marginal,2.22,33.74,0
F_1488,Haryana,Mustard,Irrigated,Small/Marginal,98.85,90.96,1
F_1489,Maharashtra,Jute,Rain-fed,Small/Marginal,4.14,69.54,0
F_1490,Odisha,Jute,Irrigated,Small/Marginal,96.78,14.18,0
F_1491,Chhattisgarh,Gram,Rain-fed,Small/Marginal,54.99,65.3,0
F_1492,Odisha,Wheat,Rain-fed,Small/Marginal,96.32,34.82,0
F_1493,Karnataka,Rice,Rain-fed,Small/Marginal,11.48,47.82,0
F_1494,Chhattisgarh,Millet,Rain-fed,Small/Marginal,49.04,37.79,0
F_1495,Jharkhand,Millet,Rain-fed,Small/Marginal,16.95,15.34,0
F_1496,Jharkhand,Cotton,Rain-fed,Small/Marginal,5.1,60.31,0
F_1497,Chhattisgarh,Barley,Rain-fed,Small/Marginal,61.75,30.9,0
F_1498,Jharkhand,Gram,Rain-fed,Large,20.78,67.25,0
F_1499,Uttar Pradesh,Barley,Irrigated,Small/Marginal,58.77,69.81,0
F_1500,Punjab,Soybean,Rain-fed,Small/Marginal,11.24,33.82,0
F_1501,Jharkhand,Tur,Rain-fed,Small/Marginal,33.2,26.42,0
F_1502,Maharashtra,Maize,Irrigated,Small/Marginal,78.16,64.32,1
F_1503,Gujarat,Mustard,Rain-fed,Small/Marginal,43.71,26.96,0
F_1504,Jharkhand,Groundnut,Rain-fed,Small/Marginal,62.77,2.32,0
F_1505,Odisha,Rice,Irrigated,Small/Marginal,64.75,56.78,0
F_1506,Haryana,Sugarcane,Irrigated,Small/Marginal,84.38,55.04,1
F_1507,Assam,Moong,Rain-fed,Small/Marginal,32.49,29.97,0
F_1508,Maharashtra,Groundnut,Rain-fed,Small/Marginal,68.73,51.67,0
F_1509,Gujarat,Tur,Irrigated,Small/Marginal,96.16,64.38,1
F_1510,Assam,Groundnut,Irrigated,Large,73.02,70.8,1
F_1511,Haryana,Gram,Rain-fed,Large,48.99,94.57,1
F_1512,West Bengal,Moong,Irrigated,Small/Marginal,63.07,69.54,1
F_1513,Rajasthan,Jute,Rain-fed,Large,73.97,91.91,0
F_1514,Odisha,Cotton,Rain-fed,Small/Marginal,61.23,40.62,0
F_1515,Maharashtra,Millet,Rain-fed,Small/Marginal,1.67,59.97,0
F_1516,Bihar,Soybean,Irrigated,Small/Marginal,19.48,47.27,0
F_1517,Uttar Pradesh,Barley,Rain-fed,Small/Marginal,81.05,28.88,0
F_1518,Assam,Mustard,Irrigated,Small/Marginal,27.27,35.91,0
F_1519,Chhattisgarh,Gram,Rain-fed,Small/Marginal,73.16,48.42,1
F_1520,Tamil Nadu,Cotton,Rain-fed,Small/Marginal,37.21,47.62,0
F_1521,Maharashtra,Jute,Rain-fed,Large,52.19,78.03,0
F_1522,Bihar,Sugarcane,Irrigated,Large,6.8,67.0,0
F_1523,Rajasthan,Soybean,Rain-fed,Small/Marginal,18.12,46.11,0
F_1524,Haryana,Gram,Rain-fed,Small/Marginal,95.72,55.01,1
F_1525,Punjab,Jute,Irrigated,Small/Marginal,89.01,67.33,0
F_1526,Odisha,Mustard,Rain-fed,Small/Marginal,65.23,23.55,0
F_1527,Punjab,Millet,Irrigated,Small/Marginal,45.96,54.92,0
F_1528,Haryana,Millet,Rain-fed,Small/Marginal,67.58,38.25,0
F_1529,Andhra Pradesh,Gram,Irrigated,Small/Marginal,61.86,79.76,0
F_1530,Rajasthan,Millet,Rain-fed,Large,56.86,40.05,1
F_1531,Tamil Nadu,Cotton,Irrigated,Small/Marginal,5.92,70.14,0
F_1532,Assam,Cotton,Rain-fed,Small/Marginal,63.28,44.34,0
F_1533,Gujarat,Barley,Rain-fed,Small/Marginal,76.89,57.08,0
F_1534,Tamil Nadu,Gram,Rain-fed,Small/Marginal,99.41,51.06,1
F_1535,Bihar,Barley,Rain-fed,Small/Marginal,1.11,16.4,0
F_1536,Chhattisgarh,Gram,Rain-fed,Small/Marginal,73.02,28.91,0
F_1537,Jharkhand,Sugarcane,Irrigated,Small/Marginal,57.18,60.39,0
F_1538,Jharkhand,Gram,Rain-fed,Large,43.41,68.73,0
F_1539,Jharkhand,Mustard,Irrigated,Small/Marginal,12.76,43.71,0
F_1540,Jharkhand,Tur,Irrigated,Small/Marginal,40.91,55.82,1
F_1541,Jharkhand,Soybean,Irrigated,Small/Marginal,35.44,40.69,0
F_1542,West Bengal,Wheat,Rain-fed,Large,30.28,71.42,1
F_1543,Bihar,Moong,Rain-fed,Small/Marginal,73.09,59.86,1
F_1544,Haryana,Wheat,Irrigated,Large,70.07,100.0,1
F_1545,Jharkhand,Jute,Irrigated,Large,58.9,89.54,0
F_1546,Punjab,Millet,Rain-fed,Small/Marginal,93.87,75.79,1
F_1547,Madhya Pradesh,Soybean,Rain-fed,Large,34.99,82.82,0
F_1548,Uttar Pradesh,Groundnut,Rain-fed,Large,24.38,64.91,0
F_1549,Bihar,Tur,Irrigated,Large,65.59,38.47,1
F_1550,Chhattisgarh,Cotton,Rain-fed,Small/Marginal,19.88,17.21,0
F_1551,Bihar,Maize,Rain-fed,Small/Marginal,31.5,31.09,0
F_1552,Assam,Rice,Irrigated,Small/Marginal,22.46,60.15,0
F_1553,Haryana,Sugarcane,Rain-fed,Small/Marginal,6.92,36.84,0
F_1554,Bihar,Millet,Rain-fed,Small/Marginal,82.75,30.71,0
F_1555,Gujarat,Millet,Irrigated,Small/Marginal,25.45,67.4,0
F_1556,Uttar Pradesh,Mustard,Irrigated,Large,47.3,90.04,1
F_1557,Maharashtra,Millet,Rain-fed,Large,4.33,80.04,0
F_1558,Bihar,Cotton,Rain-fed,Small/Marginal,69.93,56.44,0
F_1559,Karnataka,Cotton,Rain-fed,Large,33.06,78.13,0
F_1560,Bihar,Rice,Rain-fed,Large,74.47,59.1,1
F_1561,Assam,Moong,Irrigated,Small/Marginal,41.24,24.79,0
F_1562,Gujarat,Gram,Rain-fed,Small/Marginal,19.58,72.16,0
F_1563,Assam,Groundnut,Rain-fed,Small/Marginal,51.32,45.28,0
F_1564,Gujarat,Soybean,Rain-fed,Small/Marginal,13.05,31.07,0
F_1565,Karnataka,Millet,Rain-fed,Small/Marginal,44.05,24.41,0
F_1566,Rajasthan,Wheat,Rain-fed,Small/Marginal,31.73,66.7,0
F_1567,Odisha,Barley,Irrigated,Small/Marginal,91.2,50.75,0
F_1568,Tamil Nadu,Mustard,Rain-fed,Small/Marginal,6.09,33.14,0
F_1569,Rajasthan,Mustard,Irrigated,Large,69.4,84.33,1
F_1570,Uttar Pradesh,Moong,Irrigated,Small/Marginal,18.28,66.56,1
F_1571,Assam,Wheat,Rain-fed,Large,31.9,39.97,1
F_1572,Chhattisgarh,Jute,Rain-fed,Large,41.55,44.07,0
F_1573,Madhya Pradesh,Wheat,Rain-fed,Large,90.8,84.56,1
F_1574,Andhra Pradesh,Tur,Rain-fed,Large,24.26,87.36,1
F_1575,Bihar,Jute,Rain-fed,Large,9.13,61.92,0
F_1576,Uttar Pradesh,Maize,Rain-fed,Small/Marginal,31.87,38.94,1
F_1577,Bihar,Barley,Rain-fed,Small/Marginal,10.47,43.71,0
F_1578,Bihar,Mustard,Irrigated,Small/Marginal,12.86,40.69,0
F_1579,Haryana,Wheat,Rain-fed,Small/Marginal,57.39,77.36,1
F_1580,Haryana,Maize,Irrigated,Small/Marginal,6.09,66.45,0
F_1581,Karnataka,Gram,Rain-fed,Small/Marginal,3.09,62.88,0
F_1582,Chhattisgarh,Sugarcane,Irrigated,Large,71.44,71.38,1
F_1583,Jharkhand,Soybean,Rain-fed,Large,36.16,68.45,0
F_1584,Gujarat,Maize,Rain-fed,Large,12.54,87.82,0
F_1585,Chhattisgarh,Moong,Irrigated,Small/Marginal,25.36,62.8,0
F_1586,Rajasthan,Tur,Rain-fed,Small/Marginal,64.21,58.08,0
F_1587,Uttar Pradesh,Soybean,Rain-fed,Small/Marginal,27.55,66.08,0
F_1588,Gujarat,Wheat,Irrigated,Small/Marginal,49.45,74.37,1
F_1589,Maharashtra,Groundnut,Rain-fed,Small/Marginal,12.17,85.06,0
F_1590,Andhra Pradesh,Gram,Rain-fed,Small/Marginal,58.81,70.65,1
F_1591,Odisha,Maize,Irrigated,Large,31.61,90.44,1
F_1592,Andhra Pradesh,Barley,Irrigated,Small/Marginal,62.7,73.83,1
F_1593,Maharashtra,Wheat,Irrigated,Small/Marginal,80.84,70.07,0
F_1594,West Bengal,Millet,Rain-fed,Small/Marginal,61.16,83.28,1
F_1595,Madhya Pradesh,Cotton,Irrigated,Small/Marginal,29.57,56.08,0
F_1596,Assam,Maize,Rain-fed,Small/Marginal,25.57,27.35,0
F_1597,Gujarat,Barley,Irrigated,Large,32.74,78.31,0
F_1598,Jharkhand,Tur,Irrigated,Small/Marginal,16.46,57.2,0
F_1599,Bihar,Sugarcane,Irrigated,Small/Marginal,18.12,43.36,0
F_1600,Chhattisgarh,Millet,Irrigated,Small/Marginal,79.07,50.64,0
F_1601,Chhattisgarh,Sugarcane,Rain-fed,Small/Marginal,38.47,50.13,0
F_1602,Punjab,Wheat,Irrigated,Small/Marginal,43.6,63.49,0
F_1603,Rajasthan,Cotton,Irrigated,Small/Marginal,59.4,70.31,1
F_1604,Rajasthan,Maize,Rain-fed,Small/Marginal,58.97,43.2,0
F_1605,Chhattisgarh,Maize,Irrigated,Small/Marginal,6.74,55.04,0
F_1606,West Bengal,Groundnut,Rain-fed,Small/Marginal,83.15,49.33,0
F_1607,Odisha,Mustard,Irrigated,Small/Marginal,17.73,33.77,0
F_1608,Chhattisgarh,Groundnut,Irrigated,Large,72.31,82.38,1
F_1609,Chhattisgarh,Moong,Irrigated,Small/Marginal,77.27,54.79,0
F_1610,Odisha,Wheat,Rain-fed,Small/Marginal,71.49,24.1,0
F_1611,Uttar Pradesh,Wheat,Rain-fed,Small/Marginal,57.9,41.93,0
F_1612,Andhra Pradesh,Cotton,Rain-fed,Small/Marginal,1.46,44.21,0
F_1613,Madhya Pradesh,Groundnut,Irrigated,Small/Marginal,36.04,92.02,0
F_1614,Odisha,Barley,Rain-fed,Small/Marginal,60.48,38.58,0
F_1615,Chhattisgarh,Barley,Rain-fed,Small/Marginal,38.75,18.34,0
F_1616,Punjab,Cotton,Irrigated,Large,86.35,97.86,1
F_1617,West Bengal,Gram,Rain-fed,Small/Marginal,30.88,44.71,0
F_1618,Haryana,Mustard,Irrigated,Large,29.35,100.0,1
F_1619,Gujarat,Barley,Irrigated,Small/Marginal,26.6,85.05,0
F_1620,Assam,Jute,Irrigated,Large,33.28,63.99,1
F_1621,Rajasthan,Moong,Rain-fed,Large,55.74,74.91,0
F_1622,Assam,Soybean,Rain-fed,Small/Marginal,70.7,4.35,0
F_1623,Jharkhand,Cotton,Rain-fed,Large,66.26,46.64,0
F_1624,Bihar,Cotton,Rain-fed,Small/Marginal,80.77,67.99,0
F_1625,Rajasthan,Rice,Rain-fed,Large,88.59,79.69,1
F_1626,Tamil Nadu,Moong,Rain-fed,Small/Marginal,81.61,66.07,0
F_1627,Haryana,Millet,Irrigated,Small/Marginal,1.89,53.89,0
F_1628,Odisha,Millet,Irrigated,Small/Marginal,73.59,73.44,0
F_1629,Odisha,Jute,Rain-fed,Large,20.84,53.14,0
F_1630,Andhra Pradesh,Groundnut,Irrigated,Small/Marginal,13.29,56.64,0
F_1631,Bihar,Moong,Irrigated,Small/Marginal,63.85,55.79,1
F_1632,Tamil Nadu,Gram,Irrigated,Small/Marginal,31.97,100.0,1
F_1633,Punjab,Wheat,Irrigated,Large,5.71,100.0,1
F_1634,West Bengal,Wheat,Rain-fed,Small/Marginal,13.76,79.46,0
F_1635,Chhattisgarh,Sugarcane,Rain-fed,Small/Marginal,0.09,33.93,0
F_1636,Maharashtra,Jute,Rain-fed,Small/Marginal,90.32,37.57,0
F_1637,Odisha,Cotton,Rain-fed,Small/Marginal,2.46,4.06,0
F_1638,Tamil Nadu,Jute,Irrigated,Small/Marginal,20.95,69.14,1
F_1639,Odisha,Jute,Irrigated,Large,41.63,43.7,1
F_1640,Rajasthan,Tur,Rain-fed,Small/Marginal,35.66,50.87,0
F_1641,Bihar,Jute,Rain-fed,Small/Marginal,91.17,27.88,0
F_1642,Haryana,Millet,Irrigated,Small/Marginal,4.03,54.05,1
F_1643,Rajasthan,Tur,Rain-fed,Small/Marginal,51.22,23.46,0
F_1644,Jharkhand,Jute,Rain-fed,Small/Marginal,68.05,31.2,1
F_1645,Chhattisgarh,Mustard,Irrigated,Small/Marginal,93.17,27.53,1
F_1646,Uttar Pradesh,Soybean,Rain-fed,Small/Marginal,62.04,56.35,0
F_1647,Chhattisgarh,Wheat,Rain-fed,Large,80.38,51.03,1
F_1648,Karnataka,Tur,Rain-fed,Small/Marginal,8.37,41.59,0
F_1649,Uttar Pradesh,Sugarcane,Irrigated,Large,38.59,75.42,1
F_1650,Gujarat,Moong,Rain-fed,Large,37.39,100.0,0
F_1651,Tamil Nadu,Soybean,Rain-fed,Small/Marginal,88.63,65.68,1
F_1652,Rajasthan,Sugarcane,Rain-fed,Large,15.14,91.16,0
F_1653,Gujarat,Rice,Rain-fed,Small/Marginal,15.19,75.8,0
F_1654,Rajasthan,Sugarcane,Rain-fed,Small/Marginal,32.86,64.48,0
F_1655,Chhattisgarh,Wheat,Irrigated,Small/Marginal,5.45,49.09,0
F_1656,Chhattisgarh,Wheat,Rain-fed,Small/Marginal,18.25,26.68,0
F_1657,West Bengal,Tur,Irrigated,Small/Marginal,96.52,60.09,1
F_1658,Gujarat,Jute,Rain-fed,Small/Marginal,42.82,49.91,0
F_1659,Jharkhand,Maize,Rain-fed,Small/Marginal,63.2,18.74,1
F_1660,Madhya Pradesh,Rice,Rain-fed,Small/Marginal,72.61,54.99,0
F_1661,Chhattisgarh,Tur,Rain-fed,Large,36.7,71.61,0
F_1662,Assam,Mustard,Rain-fed,Small/Marginal,14.72,34.81,0
F_1663,Punjab,Cotton,Rain-fed,Small/Marginal,20.66,56.26,0
F_1664,Jharkhand,Barley,Rain-fed,Small/Marginal,31.33,36.11,0
F_1665,Chhattisgarh,Moong,Irrigated,Small/Marginal,63.61,45.24,1
F_1666,Madhya Pradesh,Sugarcane,Rain-fed,Small/Marginal,39.83,66.98,0
F_1667,Bihar,Maize,Irrigated,Large,0.68,57.25,0
F_1668,Haryana,Jute,Irrigated,Small/Marginal,52.34,41.84,1
F_1669,Bihar,Millet,Rain-fed,Small/Marginal,92.15,27.77,0
F_1670,Haryana,Cotton,Rain-fed,Large,81.21,86.6,1
F_1671,Bihar,Gram,Rain-fed,Large,82.52,28.74,1
F_1672,Haryana,Groundnut,Rain-fed,Small/Marginal,79.51,58.52,1
F_1673,Punjab,Maize,Rain-fed,Small/Marginal,32.37,69.32,0
F_1674,Andhra Pradesh,Millet,Irrigated,Small/Marginal,76.52,54.85,0
F_1675,Assam,Rice,Rain-fed,Small/Marginal,14.32,38.62,0
F_1676,West Bengal,Gram,Rain-fed,Small/Marginal,65.77,35.75,1
F_1677,Gujarat,Tur,Irrigated,Small/Marginal,64.16,88.91,1
F_1678,Assam,Jute,Rain-fed,Large,2.56,36.14,0
F_1679,Punjab,Cotton,Irrigated,Large,78.8,92.28,1
F_1680,Assam,Cotton,Rain-fed,Small/Marginal,90.32,40.0,0
F_1681,Madhya Pradesh,Cotton,Rain-fed,Small/Marginal,26.74,52.09,0
F_1682,Tamil Nadu,Rice,Rain-fed,Small/Marginal,81.24,11.74,0
F_1683,Bihar,Gram,Rain-fed,Small/Marginal,8.24,31.26,0
F_1684,Tamil Nadu,Sugarcane,Irrigated,Small/Marginal,60.0,55.2,1
F_1685,Rajasthan,Groundnut,Rain-fed,Large,48.56,67.39,0
F_1686,Uttar Pradesh,Mustard,Irrigated,Small/Marginal,54.59,83.64,1
F_1687,Bihar,Rice,Rain-fed,Small/Marginal,92.62,52.89,0
F_1688,Jharkhand,Barley,Rain-fed,Large,87.13,59.54,1
F_1689,Assam,Moong,Rain-fed,Small/Marginal,78.51,33.04,0
F_1690,Tamil Nadu,Moong,Rain-fed,Small/Marginal,27.37,16.16,0
F_1691,Jharkhand,Groundnut,Irrigated,Small/Marginal,91.18,75.93,0
F_1692,Tamil Nadu,Wheat,Rain-fed,Small/Marginal,9.75,57.57,0
F_1693,Rajasthan,Moong,Rain-fed,Large,85.33,83.65,1
F_1694,Andhra Pradesh,Jute,Rain-fed,Small/Marginal,32.82,46.07,0
F_1695,Bihar,Rice,Rain-fed,Small/Marginal,5.38,32.13,0
F_1696,Haryana,Millet,Rain-fed,Small/Marginal,66.94,69.45,0
F_1697,Madhya Pradesh,Groundnut,Rain-fed,Large,23.13,100.0,0
F_1698,Assam,Barley,Irrigated,Small/Marginal,24.36,48.63,0
